Sentences,Sentiment Value,NLTK Prediction,Watson Prediction
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1,0.5413,0.96449
It is a very well acted and done TV Movie.  ,1,0.3384,0.972343
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1,0.8122,0.998971
I keep watching it over and over.  ,1,0,0.341266
"It's a sad movie, but very good.  ",1,0.5006,0.331822
"If you have not seen this movie, I definitely recommend it!  ",1,0.6696,0.965109
"She is as lovely as usual, this cutie!  ",1,0.7886,0.984053
Still it's quite interesting and entertaining to follow.  ,1,0.7316,0.992145
;) Recommend with confidence!  ,1,0.7901,0.980867
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1,0.7264,0.998219
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1,-0.296,0
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1,0.4588,0.829912
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1,0.5994,0.999193
Fans of the genre will be in heaven.  ,1,0.5106,0.94446
Lange had become a great actress.  ,1,0.6249,0.66289
It looked like a wonderful story.  ,1,0.7351,0.985985
I never walked out of a movie faster.  ,0,0,-0.814589
I just got bored watching Jessice Lange take her clothes off!  ,0,-0.3382,-0.887656
"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0,-0.6369,-0.98827
"In a word, it is embarrassing.  ",0,-0.3818,-0.93943
Exceptionally bad!  ,0,-0.623,-0.957007
All in all its an insult to one's intelligence and a huge waste of money.  ,0,-0.1779,-0.982406
Wow... Loved this place.,1,0.5994,0.907639
Crust is not good.,0,-0.3412,-0.935644
Not tasty and the texture was just nasty.,0,-0.5574,-0.945722
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1,0.6908,0.86663
The selection on the menu was great and so were the prices.,1,0.6249,0.950586
Now I am getting angry and I want my damn pho.,0,-0.6908,-0.922479
Honeslty it didn't taste THAT fresh.),0,0,-0.484326
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0,0.5719,-0.566738
The fries were great too.,1,0.6249,0.940367
A great touch.,1,0.6249,0.969796
Service was very prompt.,1,0,0.88077
Would not go back.,0,0,-0.627819
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0,0.25,-0.926007
"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1,0,-0.441896
I was disgusted because I was pretty sure that was human hair.,0,0.2732,-0.87776
I was shocked because no signs indicate cash only.,0,-0.5423,-0.886621
Highly recommended.,1,0.2716,0.999594
Waitress was a little slow in service.,0,0,-0.849884
"This place is not worth your time, let alone Vegas.",0,-0.3952,-0.972073
did not like at all.,0,-0.2755,-0.868107
The Burrittos Blah!,0,-0.1759,-0.932527
"The food, amazing.",1,0.5859,0.964375
Service is also cute.,1,0.4588,0.954591
I could care less... The interior is just beautiful.,1,0.7964,0.622949
So they performed.,1,0,0.513349
That's right....the red velvet cake.....ohhh this stuff is so good.,1,0.5777,0.894296
#NAME?,0,0,-0.578994
"This hole in the wall has great Mexican street tacos, and friendly staff.",1,0.8074,0.857274
"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0,0.5984,-0.589297
The worst was the salmon sashimi.,0,-0.6249,-0.855505
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1,0.3612,0.797146
This was like the final blow!,0,0.4199,0.281091
I found this place by accident and I could not be happier.,1,-0.7074,0.903678
"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0,0.7391,0.68967
"Overall, I like this place a lot.",1,0.3612,0.94927
The only redeeming quality of the restaurant was that it was very inexpensive.,1,0,0.948513
Ample portions and good prices.,1,0.4404,0.979247
"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0,-0.6124,-0.993503
My first visit to Hiro was a delight!,1,0.636,0.978677
Service sucks.,0,-0.3612,-2
The shrimp tender and moist.,1,0,0
There is not a deal good enough that would drag me into that establishment again.,0,-0.5116,-0.917915
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0,-0.683,-0.947911
"On a positive note, our server was very attentive and provided great service.",1,0.8271,0.980431
"Frozen pucks of disgust, with some of the worst people behind the register.",0,-0.8402,-0.92174
The only thing I did like was the prime rib and dessert section.,1,0.3612,0
It's too bad the food is so damn generic.,0,-0.79,-0.983349
"The burger is good beef, cooked just right.",1,0.4404,0.935455
If you want a sandwich just go to any Firehouse!!!!!,1,0.3544,0.875073
"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1,-0.5267,0.993278
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1,0.4215,0.915201
He came running after us when he realized my husband had left his sunglasses on the table.,1,0,-0.853801
Their chow mein is so good!,1,0.6166,0.965195
"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,-0.7293,-0.912714
The portion was huge!,1,0.3802,0.587526
"Loved it...friendly servers, great food, wonderful and imaginative menu.",1,0.9136,0.99883
The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0,-0.3657,-0.949138
Not much seafood and like 5 strings of pasta at the bottom.,0,0.3612,-0.635508
"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1,0.6369,0.719934
"The ripped banana was not only ripped, but petrified and tasteless.",0,-0.6956,-0.866188
At least think to refill my water before I struggle to wave you over for 10 minutes.,0,-0.3182,-0.851529
This place receives stars for their APPETIZERS!!!,1,0,0.84071
The cocktails are all handmade and delicious.,1,0.5719,0.99156
We'd definitely go back here again.,1,0.4019,0
We are so glad we found this place.,1,0.5949,0.990978
"Great food and service, huge portions and they give a military discount.",1,0.7506,0.978259
Always a great time at Dos Gringos!,1,0.6588,0.980595
Update.....went back for a second time and it was still just as amazing,1,0.5859,0.890621
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0,0,-0.586551
A great way to finish a great.,1,0.8481,0.977738
"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1,0,0.623263
#NAME?,1,0.5379,0.966922
The service was meh.,0,-0.0772,0
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,0,-0.754356
"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0,-0.2382,-0.918208
The scallop dish is quite appalling for value as well.,0,0.2431,0
2 times - Very Bad Customer Service !,0,-0.623,-0.980922
The sweet potato fries were very good and seasoned well.,1,0.807,0.996416
Today is the second time I've been to their lunch buffet and it was pretty good.,1,0.7269,0.981877
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,-0.0056,-0.691629
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0,0.6369,-0.933348
walked in and the place smelled like an old grease trap and only 2 others there eating.,0,0.0516,-0.790111
The turkey and roast beef were bland.,0,0,-0.825543
This place has it!,1,0,0.868042
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0,-0.3818,-0.600281
I love the Pho and the spring rolls oh so yummy you have to try.,1,0.8613,0.973876
The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,-0.3612,-0.991123
All I have to say is the food was amazing!!!,1,0.6884,0.978952
Omelets are to die for!,1,-0.636,-0.911892
Everything was fresh and delicious!,1,0.7424,0.995723
"In summary, this was a largely disappointing dining experience.",0,-0.4939,-0.825705
"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1,0.8945,0.589796
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0,0.1501,-0.934371
Best breakfast buffet!!!,1,0.7249,0.955073
say bye bye to your tip lady!,0,0,-0.766067
We'll never go again.,0,0,-0.626443
Will be back again!,1,0,-0.290515
Food arrived quickly!,1,0,0.931406
It was not good.,0,-0.3412,-0.946642
"On the up side, their cafe serves really good food.",1,0.4927,0.978807
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1,0.8221,0.978308
"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1,0.7178,0.929641
"Best Buffet in town, for the price you cannot beat it.",1,0.6369,0.947018
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1,0.8531,0.993766
This is one of the better buffets that I have been to.,1,0.4404,0.821779
So we went to Tigerlilly and had a fantastic afternoon!,1,0.5983,0.977044
